Total ,Sport,Age,Height,Weight,Sex
0,Athletics,22,182,92,F
0,Sailing,24,190,82,M
0,Athletics,22,,,M
0,Swimming,29,191,85,M
0,Diving,23,156,43,F
0,Swimming,22,180,68,F
0,Hockey,30,161,55,F
2,Gymnastics - Artistic,17,150,,F
0,Table Tennis,31,158,51,F
0,Football,19,177,73,M
0,Athletics,30,176,63,F
0,Sailing,31,160,58,F
0,Judo,26,155,48,F
0,Judo,32,180,90,M
0,Judo,27,,99,M
0,Gymnastics - Artistic,27,170,,M
0,Canoe Sprint,34,168,73,F
0,Taekwondo,24,183,,F
0,Shooting,33,162,50,F
0,Gymnastics - Artistic,17,158,,F
0,Rowing,34,160,53,M
0,Rowing,23,173,70,M
0,Sailing,36,165,57,F
0,Sailing,22,183,82,M
0,Water Polo,32,173,61,F
0,Cycling - Mountain Bike,22,176,62,M
0,Equestrian,50,173,62,F
0,Football,23,182,73,M
0,Badminton,26,179,75,M
0,Rowing,30,175,72,M
0,Handball,26,210,108,M
0,Shooting,33,183,74,M
0,Athletics,31,168,60,F
0,Handball,28,175,,F
0,Hockey,28,181,77,M
0,Football,29,188,79,M
0,Fencing,25,182,76,F
0,Synchronised Swimming,23,177,,F
0,Rowing,37,193,93,M
0,Synchronised Swimming,22,165,,F
0,Athletics,28,193,90,M
0,Swimming,29,186,79,M
0,Canoe Sprint,20,181,82,M
0,Athletics,31,171,85,F
0,Equestrian,46,185,81,M
0,Sailing,28,180,70,F
0,Basketball,32,182,70,F
0,Swimming,27,192,85,M
0,Shooting,43,176,85,M
0,Swimming,25,169,60,F
0,Athletics,35,178,72,M
0,Athletics,26,172,62,M
0,Gymnastics - Rhythmic,21,163,,F
0,Volleyball,23,191,67,F
0,Athletics,26,182,67,M
0,Swimming,18,195,83,M
0,Volleyball,26,205,96,M
0,Judo,23,165,60,M
0,Wrestling,24,160,55,M
0,Shooting,37,190,100,M
0,Athletics,25,169,50,F
2,Shooting,27,162,54,F
0,Sailing,38,170,70,F
0,Sailing,24,181,77,M
0,Weightlifting,19,150,57,F
0,Hockey,19,,,M
0,Athletics,23,175,60,F
0,Archery,32,190,77,M
0,Swimming,24,185,87,M
0,Athletics,31,163,51,F
0,Badminton,26,192,90,M
0,Shooting,29,174,70,M
0,Judo,23,160,78,F
0,Football,22,174,68,M
0,Football,22,192,75,M
0,Volleyball,29,193,78,M
0,Volleyball,19,197,90,M
0,Canoe Sprint,36,173,64,F
0,Modern Pentathlon,21,167,59,F
0,Athletics,28,179,62,M
0,Triathlon,24,180,60,F
0,Athletics,23,167,53,F
0,Athletics,25,178,70,M
0,Shooting,42,172,70,M
0,Cycling - Track,23,184,75,M
0,Cycling - Track,26,184,78,M
1,Fencing,25,176,70,M
0,Athletics,30,191,100,M
0,Water Polo,23,165,61,F
0,Athletics,25,172,68,M
0,Athletics,27,178,55,F
0,Rowing,31,196,100,M
0,Canoe Sprint,25,168,62,F
0,Athletics,21,168,57,F
0,Athletics,21,168,57,F
1,Rowing,26,186,73,F
0,Football,23,176,66,M
0,Athletics,25,177,70,M
0,Swimming,21,191,77,M
0,Athletics,32,188,112,M
0,Swimming,13,158,53,F
0,Canoe Sprint,20,183,77,M
0,Judo,19,180,100,M
0,Rowing,29,166,55,F
0,Athletics,28,183,91,M
0,Athletics,31,167,51,F
0,Athletics,21,190,70,M
0,Athletics,24,,59,F
0,Athletics,20,167,50,F
0,Rowing,26,186,80,F
0,Table Tennis,40,168,60,M
0,Athletics,27,186,70,M
0,Canoe Sprint,20,175,70,M
0,Cycling - Road,26,183,67,M
0,Cycling - Track,27,188,90,M
0,Fencing,32,180,75,M
0,Swimming,33,180,80,M
0,Athletics,24,184,80,M
0,Sailing,28,185,84,M
0,Wrestling,25,168,60,M
0,Athletics,25,170,52,F
0,Rowing,31,184,72,M
0,Rowing,31,185,70,M
1,Rowing,25,196,93,M
0,Gymnastics - Artistic,15,146,,F
0,Beach Volleyball,31,185,74,F
0,Canoe Slalom,25,174,65,F
0,Athletics,20,170,64,M
1,Swimming,16,168,61,F
0,Swimming,23,170,64,F
0,Gymnastics - Artistic,23,172,,M
0,Tennis,24,182,72,M
0,Sailing,25,190,100,M
1,Weightlifting,26,163,75,F
0,Gymnastics - Artistic,29,170,,M
0,Canoe Sprint,23,178,81,M
0,Cycling - Mountain Bike,27,187,76,M
0,Basketball,27,198,82,F
0,Canoe Sprint,23,187,82,M
0,Shooting,19,173,55,M
0,Synchronised Swimming,26,167,,F
0,Football,21,171,60,F
0,Table Tennis,17,,,F
0,Wrestling,18,,,M
0,Rowing,23,183,72,M
0,Wrestling,29,,,M
1,Shooting,26,,,M
0,Archery,18,,,F
0,Athletics,30,,,F
0,Archery,28,178,99,M
0,Weightlifting,18,155,57,F
0,Wrestling,24,162,60,M
0,Athletics,24,173,63,F
0,Wrestling,27,175,96,M
0,Volleyball,23,207,104,M
0,Diving,22,158,52,F
0,Gymnastics - Artistic,19,,,F
0,Modern Pentathlon,20,159,52,F
0,Canoe Slalom,32,182,78,M
0,Athletics,25,190,118,M
0,Handball,21,176,,F
0,Canoe Sprint,23,182,86,M
0,Athletics,29,172,63,F
0,Shooting,19,175,71,M
0,Shooting,16,154,49,F
0,Athletics,23,172,57,M
0,Sailing,37,193,100,M
0,Athletics,24,162,57,F
0,Basketball,27,194,83,F
0,Judo,23,159,52,F
0,Football,22,188,73,M
0,Shooting,65,178,89,M
1,Diving,22,170,64,M
0,Canoe Slalom,27,174,73,M
0,Athletics,26,194,78,M
0,Badminton,30,,,F
0,Diving,24,176,73,M
0,Tennis,22,182,70,F
0,Wrestling,22,173,71,M
0,Athletics,21,170,62,F
0,Athletics,24,,,F
0,Cycling - Road,22,176,68,M
0,Football,20,165,63,F
0,Archery,28,160,52,F
0,Trampoline,25,162,,F
0,Football,23,173,62,F
0,Equestrian,39,182,80,M
0,Athletics,21,193,86,M
0,Gymnastics - Rhythmic,16,170,,F
0,Shooting,41,165,60,M
0,Boxing,32,160,,M
0,Athletics,17,167,67,F
0,Athletics,25,187,88,M
0,Athletics,26,183,84,F
0,Wrestling,32,182,84,M
0,Cycling - Mountain Bike,32,177,63,F
0,Archery,46,175,95,F
0,Handball,31,192,115,M
0,Volleyball,26,180,65,F
0,Athletics,22,,,F
0,Table Tennis,23,170,58,F
0,Swimming,25,178,68,F
1,Rowing,30,174,73,F
0,Shooting,28,165,54,F
0,Trampoline,26,168,,F
0,Swimming,22,180,75,F
0,Swimming,23,170,56,F
0,Athletics,23,167,64,F
0,Athletics,30,160,45,F
0,Swimming,16,168,54,F
0,Fencing,24,173,67,F
0,Football,31,156,53,F
0,Cycling - Road,29,174,70,M
0,Athletics,26,200,120,M
0,Cycling - Track,21,173,65,M
0,Rowing,31,183,74,F
0,Rowing,24,172,69,F
0,Canoe Sprint,22,187,90,M
0,Wrestling,29,180,96,M
0,Wrestling,28,182,96,M
0,Hockey,22,167,67,F
0,Judo,29,167,57,F
0,Athletics,20,,,F
0,Athletics,27,173,68,M
0,Wrestling,27,164,55,M
0,Swimming,23,195,86,M
0,Athletics,35,,,F
0,Basketball,37,162,63,F
0,Badminton,23,177,69,F
0,Athletics,21,168,62,F
0,Equestrian,34,170,56,F
0,Athletics,26,179,58,F
0,Swimming,31,183,87,M
0,Hockey,32,186,95,M
0,Fencing,28,176,76,M
0,Handball,31,185,105,M
0,Handball,25,177,77,F
0,Swimming,28,163,53,F
0,Swimming,18,170,65,M
0,Cycling - Road,23,,,M
0,Cycling - Road,25,172,67,M
0,Athletics,37,173,59,M
0,Basketball,26,188,92,M
1,Swimming,26,190,85,M
0,Cycling - Road,31,175,73,M
0,Athletics,21,169,55,M
0,Badminton,28,174,65,M
0,Cycling - Road,26,184,77,M
0,Athletics,23,171,64,M
0,Athletics,28,,,M
0,Archery,27,,,F
0,Boxing,20,,,M
0,Swimming,22,179,65,F
0,Athletics,31,172,55,F
0,Hockey,22,,,M
0,Judo,18,,59,M
0,Fencing,23,195,59,M
0,Athletics,28,167,55,F
0,Fencing,25,185,74,M
0,Handball,21,169,59,F
0,Equestrian,44,165,65,M
0,Athletics,24,172,57,F
0,Judo,27,184,86,M
0,Athletics,20,174,55,F
0,Athletics,22,188,78,M
0,Volleyball,37,191,100,M
0,Athletics,30,170,52,M
0,Hockey,31,176,69,F
0,Volleyball,29,200,80,M
0,Shooting,21,169,63,M
0,Athletics,22,162,61,F
0,Handball,23,200,98,M
0,Gymnastics - Rhythmic,18,170,,F
0,Football,27,180,74,F
0,Synchronised Swimming,18,162,,F
0,Sailing,23,185,80,M
0,Handball,21,194,99,M
0,Diving,17,166,65,M
0,Swimming,17,182,80,F
0,Swimming,19,169,63,F
0,Boxing,32,184,,F
0,Canoe Sprint,19,178,70,F
0,Gymnastics - Rhythmic,25,166,,F
0,Athletics,28,186,127,M
0,Archery,24,170,60,F
0,Shooting,37,170,68,M
0,Swimming,20,182,60,M
0,Athletics,22,170,58,F
0,Sailing,26,192,80,M
0,Boxing,20,168,,M
0,Athletics,25,176,60,M
0,Swimming,29,193,97,M
0,Athletics,21,164,49,F
0,Boxing,23,,,M
0,Basketball,22,188,87,M
0,Athletics,22,180,93,M
0,Fencing,22,168,63,F
0,Fencing,32,170,64,F
0,Swimming,22,183,66,F
0,Swimming,20,185,85,M
0,Basketball,33,167,61,F
0,Table Tennis,39,163,58,F
0,Badminton,34,181,75,M
0,Volleyball,30,179,67,F
1,Swimming,24,183,75,F
0,Wrestling,31,158,56,F
0,Handball,20,176,72,F
0,Swimming,23,189,81,M
0,Boxing,32,,,M
0,Archery,22,165,65,F
0,Taekwondo,24,178,,M
0,Shooting,30,172,65,F
1,Swimming,20,184,76,M
0,Cycling - BMX,26,163,63,F
0,Swimming,18,177,70,M
0,Equestrian,52,172,76,M
0,Fencing,30,171,64,M
0,Football,30,165,65,F
0,Hockey,23,198,97,M
0,Football,23,161,58,F
0,Cycling - Track,28,188,77,M
0,Volleyball,18,183,73,F
0,Athletics,22,180,80,M
0,Athletics,36,170,60,F
0,Athletics,25,190,91,M
0,Swimming,23,194,85,M
0,Athletics,37,180,65,M
0,Football,32,177,75,F
0,Sailing,31,168,63,M
0,Cycling - Mountain Bike,27,168,52,F
0,Synchronised Swimming,22,172,,F
0,Swimming,20,177,63,F
0,Sailing,27,159,58,F
0,Athletics,24,170,60,F
0,Swimming,15,178,65,F
0,Gymnastics - Rhythmic,27,169,,F
0,Athletics,25,160,47,F
0,Football,23,199,94,M
0,Handball,29,187,87,M
0,Badminton,29,170,60,M
0,Taekwondo,20,181,,M
0,Volleyball,30,203,102,M
0,Athletics,30,180,64,M
0,Handball,21,163,56,F
0,Cycling - Track,22,165,63,F
0,Canoe Sprint,25,154,62,F
0,Table Tennis,19,159,54,F
0,Athletics,25,180,60,M
0,Cycling - Track,20,164,50,F
0,Badminton,32,176,67,M
0,Taekwondo,30,177,,F
0,Handball,32,181,88,M
0,Archery,29,172,68,M
0,Cycling - Track,26,174,70,F
0,Hockey,32,178,85,M
0,Hockey,28,172,70,M
0,Fencing,22,166,68,F
0,Weightlifting,29,160,60,F
0,Hockey,31,164,59,F
0,Hockey,29,177,74,M
0,Wrestling,24,174,60,M
0,Wrestling,21,180,84,M
0,Badminton,25,179,71,M
0,Volleyball,32,175,58,F
1,Archery,27,165,60,F
0,Sailing,26,180,76,M
0,"Cycling - Road, Cycling - Track",25,160,54,F
0,Badminton,23,180,74,M
0,Basketball,24,178,76,F
0,Archery,19,163,75,F
2,Swimming,24,185,68,M
0,Fencing,20,189,72,M
0,Judo,20,154,52,F
1,Judo,23,175,73,M
0,Athletics,23,177,69,M
0,Sailing,25,180,74,M
0,Sailing,26,168,63,F
1,Fencing,28,192,75,M
0,Sailing,27,179,73,M
0,Water Polo,30,182,68,F
0,Gymnastics - Artistic,24,172,,M
0,Athletics,23,190,75,M
0,Basketball,32,210,112,M
0,Handball,24,190,83,M
0,Basketball,29,183,72,F
0,Fencing,35,178,68,F
0,Athletics,22,190,74,M
0,Boxing,32,165,,M
0,Athletics,23,170,102,F
0,Swimming,22,188,86,M
0,Trampoline,31,163,,F
0,Athletics,19,179,75,M
0,Athletics,23,183,75,M
0,Gymnastics - Rhythmic,21,174,,F
0,Basketball,31,189,85,M
0,Diving,27,163,54,F
0,Canoe Sprint,27,174,65,F
0,Tennis,26,178,70,F
0,Rowing,22,180,69,F
0,Equestrian,32,175,55,F
0,Basketball,27,182,64,F
0,Athletics,25,196,80,M
0,Football,22,170,66,F
0,Sailing,32,165,67,F
0,Hockey,32,188,79,M
0,Gymnastics - Rhythmic,17,176,,F
0,Archery,21,165,74,F
0,Beach Volleyball,34,168,61,F
0,Wrestling,28,170,73,M
0,Athletics,24,176,64,F
0,Modern Pentathlon,24,182,75,M
0,Rowing,23,183,76,F
0,Swimming,23,176,58,F
0,Football,20,170,60,F
0,Cycling - Mountain Bike,30,174,54,F
0,Table Tennis,33,175,65,M
0,Rowing,26,179,75,M
0,Sailing,21,177,75,M
0,Fencing,23,184,78,M
0,Handball,32,176,74,F
2,Swimming,26,202,92,M
0,Football,23,165,56,F
0,Badminton,26,180,75,M
1,Swimming,21,173,73,F
0,Football,22,165,65,M
0,Rowing,39,184,79,F
0,Handball,27,178,70,F
0,Athletics,23,178,68,M
0,Athletics,23,178,65,M
1,Cycling - Track,25,182,88,M
0,Rowing,21,169,69,F
0,Athletics,25,179,64,M
0,Hockey,28,183,79,M
0,Sailing,22,182,81,M
0,Athletics,26,191,84,M
0,Athletics,29,180,95,M
0,Athletics,33,183,93,F
0,Handball,26,178,64,F
1,Gymnastics - Artistic,20,170,,M
0,Athletics,26,164,52,M
1,Swimming,36,193,98,M
0,Hockey,24,174,60,F
0,Fencing,26,188,85,M
0,Hockey,25,168,60,F
0,Athletics,25,174,60,M
0,Table Tennis,39,167,57,F
0,Table Tennis,30,172,60,F
0,Swimming,22,175,65,F
0,Table Tennis,28,166,51,F
0,Canoe Slalom,27,170,55,F
0,Athletics,22,192,78,M
0,Boxing,22,176,,F
0,Shooting,26,182,76,M
0,Athletics,27,181,110,F
0,Athletics,23,180,59,F
0,Sailing,26,168,60,F
0,Athletics,23,174,70,F
0,Badminton,20,170,64,F
0,Fencing,31,177,67,F
0,Tennis,30,172,67,F
0,Shooting,23,157,50,F
0,Table Tennis,26,160,53,F
0,Canoe Sprint,23,186,84,M
0,Table Tennis,27,166,51,F
0,Basketball,25,177,70,F
0,Wrestling,30,164,55,M
0,Athletics,22,180,130,F
1,Table Tennis,24,174,65,F
0,Swimming,22,199,98,M
1,Swimming,18,165,55,F
0,Table Tennis,27,165,64,F
0,Badminton,21,170,60,F
1,Weightlifting,22,161,58,F
0,Athletics,33,179,93,F
0,Athletics,22,172,56,F
1,Swimming,18,193,82,M
0,Canoe Sprint,24,175,74,F
0,Athletics,26,168,52,F
0,Athletics,24,180,70,M
0,Athletics,22,172,55,M
0,Beach Volleyball,29,173,74,F
0,Rowing,29,199,101,M
0,Athletics,24,184,84,M
0,Cycling - Track,27,172,60,F
0,Wrestling,30,200,120,M
0,Hockey,18,166,65,F
0,Athletics,27,168,65,F
0,Rowing,23,188,72,M
0,Football,21,164,55,M
0,Wrestling,30,191,96,M
0,Swimming,21,186,70,M
0,Wrestling,31,172,60,M
0,Swimming,21,181,75,M
0,Rowing,29,189,71,M
0,Wrestling,23,192,115,M
0,Equestrian,20,164,58,F
0,Sailing,23,185,73,F
0,Swimming,24,185,85,M
0,Swimming,21,196,82,M
0,Athletics,42,168,73,F
0,Fencing,22,189,86,M
0,Weightlifting,22,158,61,F
0,Swimming,16,166,62,M
0,Handball,31,186,78,M
0,Gymnastics - Artistic,23,151,,F
0,Volleyball,30,178,79,F
0,Weightlifting,26,163,75,F
0,Athletics,29,165,45,F
0,Swimming,20,166,59,F
0,Judo,24,164,66,M
0,Athletics,21,174,54,F
0,Swimming,27,,,M
0,Sailing,35,185,86,M
0,Athletics,24,175,62,M
1,Fencing,27,175,80,M
0,Fencing,26,195,91,M
0,Archery,19,166,55,F
0,Athletics,29,168,89,F
0,Athletics,20,168,60,M
0,Badminton,28,176,68,M
0,Table Tennis,32,173,79,M
0,Fencing,27,163,62,F
1,Weightlifting,23,167,68,M
0,Shooting,31,161,70,F
0,Diving,21,163,53,M
0,Athletics,30,162,53,F
0,Cycling - Track,20,180,80,M
0,Water Polo,24,183,82,F
1,Rowing,29,183,82,F
0,Football,29,179,74,F
0,Equestrian,38,185,85,M
0,Diving,30,169,58,F
0,Handball,31,188,88,M
0,Boxing,29,198,,M
0,Athletics,25,173,60,F
0,Sailing,23,184,82,M
0,Sailing,26,170,64,M
0,Sailing,24,177,71,M
0,Equestrian,42,164,54,F
0,Football,19,179,77,M
0,Football,32,168,64,F
0,Tennis,35,192,89,M
0,Shooting,29,178,76,M
0,Athletics,23,190,65,M
0,Volleyball,27,183,73,F
0,Archery,25,161,58,F
0,Judo,23,188,90,M
0,Canoe Slalom,31,185,76,M
0,Swimming,18,171,68,F
0,Equestrian,26,180,52,M
0,Shooting,30,192,115,M
0,Tennis,22,178,70,F
0,Sailing,24,183,79,M
0,Rowing,25,174,55,M
0,Swimming,19,169,61,F
0,Water Polo,22,174,62,F
0,Gymnastics - Artistic,18,152,,F
0,Football,22,162,60,F
0,Synchronised Swimming,26,170,,F
0,Athletics,25,173,60,F
0,Judo,25,,99,M
0,Wrestling,32,202,120,M
0,Canoe Sprint,24,174,72,F
0,Athletics,25,160,50,F
0,Table Tennis,30,160,47,F
0,Swimming,22,172,63,F
0,Table Tennis,29,162,52,F
0,Synchronised Swimming,25,172,,F
0,Water Polo,25,174,67,F
0,Boxing,29,178,,M
0,Table Tennis,40,170,61,M
0,Basketball,32,190,86,M
0,Athletics,29,190,86,M
0,Athletics,24,185,118,F
0,Fencing,24,185,73,M
0,Taekwondo,28,201,,M
0,Swimming,24,171,62,F
0,Cycling - Road,25,165,52,F
0,Shooting,41,165,64,F
0,Archery,23,179,65,M
0,Swimming,23,181,70,F
0,Swimming,23,208,91,M
0,Swimming,21,,,F
0,Athletics,30,169,60,M
0,Tennis,32,156,53,F
0,Shooting,33,170,76,M
0,Athletics,32,,,M
0,Hockey,22,184,70,M
0,Tennis,32,190,80,M
0,Athletics,15,,,F
0,Football,30,170,64,F
0,Swimming,19,193,83,M
0,Swimming,17,178,80,F
0,Athletics,29,168,61,F
0,Basketball,24,190,94,M
0,Volleyball,32,171,67,F
0,Athletics,31,175,61,F
0,Athletics,26,168,56,F
0,Sailing,24,171,69,F
0,Sailing,27,195,98,M
1,Swimming,23,194,81,M
0,Football,21,179,79,M
0,Canoe Sprint,25,172,73,F
0,Swimming,21,182,70,M
0,Rowing,29,187,92,M
0,Weightlifting,23,190,53,F
5,Swimming,28,188,88,M
0,Rowing,24,191,88,M
0,Shooting,32,177,77,M
0,Football,23,173,70,M
1,Rowing,27,188,79,F
1,Rowing,24,188,84,F
0,Badminton,34,190,81,M
0,Fencing,32,177,67,F
0,Cycling - Track,19,159,62,F
0,Athletics,22,180,68,F
0,Rowing,25,181,76,M
0,Handball,29,173,,F
0,Archery,23,161,58,F
0,Rowing,27,188,85,M
0,Boxing,24,170,,M
0,Diving,22,161,58,M
0,Athletics,25,177,106,M
0,Judo,28,,59,M
0,Athletics,27,180,69,M
0,Cycling - BMX,22,188,88,M
0,Athletics,21,172,69,M
0,Football,21,156,56,F
0,Athletics,24,170,57,M
0,Taekwondo,23,177,,M
0,Sailing,42,190,87,M
0,Athletics,17,175,58,F
0,Football,24,183,74,M
0,Football,20,170,70,M
0,Taekwondo,28,178,,F
0,Gymnastics - Rhythmic,17,168,,F
0,Tennis,30,188,85,M
0,Shooting,23,167,56,M
0,Gymnastics - Artistic,26,155,,F
0,Hockey,27,178,74,M
0,Athletics,22,174,62,M
0,Athletics,33,170,60,M
0,Tennis,30,175,71,M
0,Athletics,22,,,M
0,Athletics,24,181,70,M
0,Rowing,19,185,79,M
0,Gymnastics - Artistic,21,170,,M
0,Athletics,28,154,47,F
0,Taekwondo,33,191,,M
0,Wrestling,30,,,M
0,Sailing,20,174,60,F
0,Weightlifting,28,175,132,M
0,Wrestling,29,,,M
0,Water Polo,32,191,87,M
0,Taekwondo,30,164,,F
0,Taekwondo,30,178,,M
0,Water Polo,24,170,63,F
0,Shooting,23,168,66,M
0,Archery,38,170,64,F
0,Wrestling,25,173,66,M
0,Handball,36,191,92,M
0,Athletics,26,177,70,M
0,Football,22,187,79,M
0,Volleyball,26,201,92,M
0,Athletics,22,165,50,F
0,Wrestling,24,178,84,M
0,Athletics,36,168,53,F
0,Swimming,23,186,75,M
0,Gymnastics - Rhythmic,16,177,,F
0,Diving,26,163,61,F
1,Rowing,20,190,94,M
0,Swimming,24,194,93,M
0,Football,23,162,56,F
0,Hockey,26,178,77,M
0,Cycling - Road,24,180,71,M
0,Basketball,23,208,118,M
0,Canoe Sprint,34,169,61,F
0,Handball,27,173,70,F
0,Sailing,27,188,95,M
0,Sailing,39,187,101,M
0,Swimming,24,177,70,F
0,Sailing,30,185,80,M
0,Athletics,28,175,60,F
0,Swimming,22,171,58,F
0,Football,27,178,77,F
0,Football,19,170,75,M
1,Trampoline,23,170,,M
1,Weightlifting,22,175,76,M
0,Athletics,23,171,68,F
1,Weightlifting,28,172,77,M
0,Athletics,18,156,45,F
0,Tennis,28,180,75,M
1,Swimming,23,175,62,F
0,Weightlifting,26,175,85,M
1,Swimming,23,182,76,M
0,Athletics,20,178,65,F
0,Rowing,24,199,100,M
0,Football,21,170,68,M
0,Athletics,28,175,58,F
0,Synchronised Swimming,21,170,,F
0,Swimming,22,,,M
0,Judo,27,180,81,M
0,Hockey,28,161,56,F
0,Athletics,31,178,72,M
0,Swimming,20,175,65,F
0,Athletics,27,191,104,M
0,Athletics,24,182,68,M
0,Shooting,33,153,51,F
0,Beach Volleyball,26,181,70,F
0,Athletics,20,,,M
0,Rowing,33,183,72,M
0,Triathlon,23,177,65,M
0,Athletics,23,,,F
0,Shooting,43,164,62,F
0,Shooting,36,176,75,M
0,Athletics,27,189,78,M
0,Table Tennis,33,157,62,F
0,Athletics,22,183,76,M
0,Handball,32,183,,F
0,Football,29,172,70,F
0,Table Tennis,32,181,85,M
0,Shooting,21,171,60,F
0,Swimming,15,153,60,F
0,Synchronised Swimming,24,166,,F
0,Fencing,28,170,63,F
1,Diving,26,165,62,M
0,Rowing,26,184,74,F
0,Judo,31,,56,F
0,Beach Volleyball,21,194,77,M
0,Athletics,24,172,60,F
0,Swimming,32,183,76,M
0,Sailing,32,178,77,F
0,Boxing,23,178,,M
0,Swimming,21,,,F
0,Athletics,30,152,44,F
0,Hockey,29,182,74,M
0,Sailing,30,180,70,F
0,Rowing,39,202,105,M
0,Equestrian,27,180,75,F
0,Swimming,33,167,53,F
0,Athletics,27,190,80,M
0,Athletics,28,186,80,F
0,Athletics,31,189,121,M
0,Synchronised Swimming,19,168,,F
0,Weightlifting,21,140,62,M
0,Rowing,21,190,72,M
0,Athletics,26,188,84,M
0,Judo,24,172,81,M
0,Hockey,29,177,60,F
0,Fencing,28,183,81,M
0,Cycling - Mountain Bike,29,168,55,F
0,Football,21,188,89,M
0,Fencing,18,163,49,F
0,Athletics,33,182,61,M
0,Cycling - Track,27,191,82,M
0,Shooting,30,170,56,F
0,Handball,30,184,74,F
0,Triathlon,31,178,62,F
0,Judo,23,157,48,F
0,Athletics,25,164,44,F
0,Athletics,19,172,57,F
0,Canoe Sprint,24,175,75,M
0,Badminton,20,169,61,F
0,Sailing,45,172,60,F
0,Athletics,26,167,58,F
0,Tennis,27,177,72,F
0,Triathlon,20,178,60,F
0,Athletics,25,184,70,M
0,Handball,30,179,62,F
0,Judo,21,198,100,M
0,Tennis,24,186,83,M
0,Tennis,30,191,90,M
0,Swimming,23,181,85,M
0,Sailing,25,167,59,M
0,Equestrian,32,176,61,F
0,Volleyball,27,184,81,M
0,Water Polo,22,177,69,F
0,Fencing,28,185,77,M
1,Badminton,24,165,61,F
0,Table Tennis,23,175,72,M
0,Hockey,25,172,62,F
0,Athletics,27,184,100,F
0,Hockey,31,174,70,F
0,Volleyball,25,189,76,F
0,Basketball,29,183,79,F
0,Football,20,160,51,F
0,Hockey,28,165,66,F
0,Shooting,40,174,118,M
0,Rowing,19,184,78,F
0,Sailing,21,158,60,F
0,Sailing,25,158,63,F
0,Table Tennis,32,174,70,M
0,Basketball,37,200,95,M
0,Weightlifting,27,170,105,M
0,Athletics,26,187,80,F
0,Athletics,27,165,52,F
0,Football,34,162,55,F
0,Basketball,27,198,98,M
0,Hockey,27,180,75,M
0,Athletics,20,,,M
0,Swimming,18,173,70,F
0,Swimming,20,183,70,F
0,Trampoline,23,158,,F
0,Hockey,28,172,67,F
0,Basketball,25,168,61,F
0,Canoe Sprint,23,182,91,M
0,Rowing,24,175,70,F
0,Water Polo,32,191,91,M
0,Judo,25,190,90,M
0,Athletics,27,155,45,F
0,Equestrian,48,168,62,F
0,Football,20,167,67,M
0,Athletics,26,168,59,F
0,Equestrian,40,183,73,M
0,Hockey,26,175,76,M
0,Wrestling,27,177,74,M
0,Cycling - Track,21,165,63,F
0,Badminton,26,169,61,F
0,Sailing,24,184,84,M
0,Boxing,25,177,,M
0,Swimming,18,176,72,M
0,Gymnastics - Rhythmic,21,172,,F
0,Rowing,30,185,85,M
0,Rowing,21,175,71,M
0,Football,22,172,68,M
0,Table Tennis,29,169,67,F
0,Badminton,23,165,60,F
0,Shooting,24,169,57,F
0,Handball,29,191,105,M
0,Athletics,36,173,61,F
0,Athletics,20,188,74,M
0,Athletics,20,178,60,F
0,Swimming,23,194,77,M
0,Boxing,26,157,,F
0,Swimming,30,188,80,M
1,Swimming,21,195,90,M
0,Wrestling,23,185,110,M
0,Hockey,24,169,61,F
0,Rowing,30,187,76,F
0,Athletics,30,175,70,M
0,Equestrian,29,187,68,M
0,Athletics,26,,,M
0,Gymnastics - Artistic,20,155,,F
0,Fencing,22,170,60,F
0,Athletics,19,163,51,F
0,Boxing,24,178,,M
0,Athletics,24,188,84,M
0,Sailing,48,188,102,M
0,Rowing,19,193,89,M
0,Fencing,32,170,53,F
0,Athletics,27,167,58,F
0,Swimming,19,188,80,M
0,Cycling - Road,25,173,56,F
0,Athletics,30,204,142,M
0,Canoe Sprint,29,170,72,F
0,Judo,26,,59,M
0,Football,21,166,62,F
0,Weightlifting,22,178,94,M
0,Judo,33,182,130,M
0,Gymnastics - Rhythmic,17,172,,F
0,Weightlifting,25,158,56,M
0,Tennis,24,176,60,F
0,Shooting,41,169,63,F
0,Athletics,30,,,F
0,Athletics,24,176,70,M
0,Canoe Sprint,32,196,100,M
0,Wrestling,24,193,120,M
0,Athletics,21,179,84,M
0,Sailing,32,184,73,M
0,Athletics,23,180,72,F
0,Wrestling,24,180,66,M
0,Shooting,22,160,50,F
0,Gymnastics - Artistic,24,155,,F
0,Gymnastics - Rhythmic,21,174,,F
0,Athletics,26,,,M
0,Athletics,29,193,130,M
0,Athletics,37,169,55,M
0,Gymnastics - Artistic,18,163,,F
0,Archery,22,179,72,M
0,Athletics,33,178,71,M
0,Swimming,29,170,70,M
0,Canoe Slalom,30,175,76,M
0,Judo,24,198,133,M
0,Water Polo,24,187,87,M
1,Swimming,28,195,82,M
1,Judo,26,160,57,F
0,Judo,28,169,63,F
0,Taekwondo,26,182,,F
0,Taekwondo,19,185,,M
0,Volleyball,26,180,65,F
0,Judo,23,185,90,M
0,Athletics,21,184,100,M
0,Shooting,26,154,59,F
0,Boxing,20,164,,M
0,Judo,24,175,81,M
0,Judo,30,180,90,M
0,Boxing,19,196,,M
0,Athletics,23,166,61,F
0,Hockey,25,154,57,F
0,Water Polo,27,194,101,M
0,Swimming,21,199,99,M
0,Swimming,25,180,69,F
0,Athletics,20,191,82,M
