Total ,Sport,Age,Height,Weight,Sex
0,Rowing,24,197,95,M
0,Volleyball,24,172,69,F
0,Weightlifting,27,172,85,M
0,Athletics,21,,,M
0,Cycling - Road,28,171,60,F
0,Athletics,32,156,46,F
0,Swimming,18,160,55,F
0,Canoe Sprint,25,168,67,M
0,Boxing,30,163,,M
0,Weightlifting,32,178,110,M
0,Synchronised Swimming,29,185,,F
0,Weightlifting,30,152,53,F
0,Athletics,24,185,77,M
0,Athletics,23,163,58,F
0,Equestrian,49,168,56,F
0,Canoe Slalom,35,169,65,M
0,Table Tennis,30,178,68,M
0,Triathlon,22,177,64,M
0,Gymnastics - Artistic,17,155,,F
0,Cycling - Track,20,186,77,M
0,Swimming,16,167,68,F
1,Swimming,26,175,60,F
0,Wrestling,27,183,84,M
0,Handball,30,174,70,F
0,Tennis,21,183,71,F
0,Weightlifting,23,160,58,F
0,Cycling - BMX,24,170,70,M
0,Swimming,21,178,71,M
0,Cycling - Mountain Bike,33,172,66,M
0,Football,21,185,73,M
0,Football,18,160,51,F
0,Football,21,170,70,M
0,Athletics,23,167,61,M
0,Athletics,34,170,59,M
0,Taekwondo,21,,,F
0,Athletics,23,166,50,F
0,Football,23,175,69,M
0,Athletics,29,184,75,M
0,Sailing,43,187,89,M
0,Equestrian,45,183,81,M
0,Beach Volleyball,35,194,93,M
0,Triathlon,30,160,52,F
0,Tennis,31,180,68,M
0,Beach Volleyball,40,203,104,M
0,Judo,35,161,52,F
1,Diving,30,170,60,F
0,Volleyball,38,197,86,M
0,Badminton,30,175,64,M
0,Gymnastics - Artistic,25,170,,M
0,Wrestling,29,180,84,M
0,Football,22,178,69,M
0,Football,26,,,F
0,Athletics,21,,,M
0,Swimming,25,173,67,F
0,Cycling - Track,32,171,68,F
0,Boxing,33,176,,M
0,Athletics,26,160,48,F
0,Basketball,29,211,125,M
0,Canoe Slalom,44,164,56,F
0,Football,33,179,68,F
0,Equestrian,50,180,66,F
1,Rowing,33,171,55,M
0,Hockey,20,166,58,F
0,Hockey,22,181,76,M
0,Sailing,32,180,82,M
0,Beach Volleyball,32,193,74,F
0,Swimming,22,168,60,F
1,Cycling - Track,19,177,83,M
0,Athletics,35,163,54,F
0,Athletics,24,159,52,F
0,Water Polo,36,202,110,M
0,Table Tennis,24,175,73,M
0,Swimming,22,175,75,M
0,Table Tennis,27,158,54,F
1,Judo,27,160,60,M
0,Fencing,30,165,58,F
0,Rowing,28,180,70,M
0,Athletics,32,178,65,M
0,Athletics,21,170,74,F
0,Athletics,26,,,F
0,Athletics,22,172,60,F
0,Cycling - BMX,27,171,62,F
0,Tennis,25,175,60,F
0,Athletics,21,172,62,M
0,Football,25,166,56,F
0,Handball,31,198,107,M
0,Boxing,29,,,F
0,Sailing,29,178,82,M
0,Table Tennis,20,170,70,M
0,Athletics,20,177,67,M
0,Shooting,37,178,80,M
1,Canoe Slalom,32,176,75,M
1,Canoe Slalom,32,188,87,M
0,Football,24,180,76,M
0,Swimming,25,195,90,M
0,Swimming,21,167,57,F
0,Volleyball,23,185,79,F
0,Basketball,28,189,75,F
0,Canoe Sprint,29,197,95,M
0,Rowing,27,,,M
0,Athletics,34,180,147,M
0,Hockey,25,184,79,M
0,Rowing,23,182,72,F
0,Football,22,180,68,M
0,Sailing,31,186,102,M
0,Athletics,34,185,72,M
0,Rowing,28,202,103,M
0,Equestrian,71,168,61,M
0,Athletics,25,170,59,F
0,Basketball,23,,,F
0,Water Polo,23,194,96,M
0,Triathlon,26,168,59,F
0,Athletics,32,160,54,F
0,Canoe Sprint,25,192,88,M
0,Athletics,22,178,68,F
0,Volleyball,30,203,93,M
0,Athletics,30,186,60,F
0,Canoe Sprint,26,177,84,M
0,Beach Volleyball,28,175,62,F
0,Athletics,24,183,72,M
0,Athletics,22,181,80,M
0,Equestrian,48,152,60,F
0,Handball,40,196,96,M
0,Fencing,22,173,75,M
0,Judo,24,181,100,M
0,Gymnastics - Artistic,24,161,,F
0,Fencing,21,192,81,M
0,Hockey,29,172,72,M
0,Hockey,23,166,59,F
0,Handball,26,180,75,M
0,Hockey,26,164,55,F
0,Volleyball,24,191,75,F
0,Athletics,30,187,85,M
0,Boxing,20,180,,M
0,Athletics,20,175,63,F
0,Hockey,31,182,83,M
0,Basketball,32,179,71,F
0,Football,25,182,85,M
0,Athletics,32,178,65,M
0,Equestrian,41,190,87,M
0,Cycling - Track,37,176,60,F
0,Boxing,25,177,,M
0,Rowing,29,185,91,M
0,Swimming,17,180,70,F
0,Athletics,31,173,78,M
1,Rowing,29,200,100,M
0,Equestrian,33,162,70,F
0,Water Polo,25,188,82,M
0,Judo,22,165,59,F
0,Football,17,179,69,M
0,Athletics,22,194,130,M
0,Swimming,20,193,86,M
0,Equestrian,53,157,60,M
1,Cycling - Track,36,185,93,M
0,Table Tennis,43,,69,M
0,Football,24,162,57,F
0,Archery,28,180,90,M
0,Canoe Slalom,27,172,75,M
0,Cycling - Track,23,165,54,F
0,Canoe Sprint,22,186,92,M
0,Diving,30,170,65,M
0,Gymnastics - Artistic,20,154,,F
0,Trampoline,26,158,,F
0,Weightlifting,36,160,68,F
0,Rowing,21,178,63,F
0,Athletics,29,176,66,F
0,Synchronised Swimming,22,175,,F
0,Sailing,28,177,80,F
0,Table Tennis,28,167,56,F
0,Swimming,22,181,77,M
0,Rowing,21,184,72,M
0,Canoe Sprint,28,193,90,M
0,Table Tennis,29,164,50,F
0,Tennis,35,180,73,F
0,Shooting,21,168,60,M
0,Boxing,25,175,,M
0,Athletics,27,165,49,F
0,Athletics,33,180,65,F
0,Hockey,22,175,63,F
0,Swimming,16,175,56,M
0,Taekwondo,18,186,,M
0,Boxing,20,185,,M
0,Swimming,26,,,M
0,Athletics,23,190,77,M
0,Canoe Slalom,26,171,69,M
0,Cycling - Road,28,179,71,M
0,Tennis,27,191,87,M
0,Athletics,29,165,51,F
0,Gymnastics - Rhythmic,17,173,,F
0,Water Polo,27,196,100,M
0,Wrestling,31,154,48,F
0,Judo,34,175,73,M
0,Judo,34,175,100,M
0,Taekwondo,26,175,,F
0,Football,23,182,71,M
0,Modern Pentathlon,22,181,64,M
0,Judo,24,175,70,F
0,Volleyball,25,177,68,F
0,Athletics,28,183,86,M
0,Canoe Sprint,30,180,75,M
0,Hockey,29,175,75,M
0,Athletics,23,168,61,M
0,Athletics,22,178,74,M
0,Gymnastics - Artistic,26,170,,M
0,Hockey,25,172,68,M
0,Badminton,24,177,72,F
0,Athletics,18,167,65,M
0,Athletics,17,178,61,M
0,Handball,24,185,77,M
0,Judo,23,173,77,F
0,Athletics,21,175,70,F
0,Canoe Sprint,26,167,70,F
0,Football,22,180,72,M
0,Judo,22,167,57,F
1,Fencing,28,169,60,F
0,Equestrian,30,164,48,F
0,Athletics,22,,,F
0,Canoe Slalom,39,180,70,M
0,Badminton,25,185,77,M
0,Judo,30,176,90,M
0,Athletics,31,168,46,F
0,Judo,28,176,63,F
0,Wrestling,31,156,48,F
0,Football,18,170,64,F
0,Football,23,174,73,M
0,Weightlifting,25,173,89,F
0,Athletics,33,183,77,M
0,Athletics,25,159,46,F
0,Basketball,22,208,107,M
0,Swimming,21,180,70,F
0,Athletics,28,180,70,F
0,Hockey,26,174,82,M
0,Basketball,27,206,,M
0,Judo,26,181,73,M
0,Football,27,174,76,M
0,Wrestling,33,168,60,M
0,Athletics,22,168,58,M
0,Athletics,21,164,48,F
0,Wrestling,28,166,63,F
0,Triathlon,29,158,50,F
0,Canoe Sprint,47,177,70,F
0,Athletics,26,167,54,F
0,Athletics,33,197,87,M
0,Table Tennis,22,174,71,M
0,Athletics,24,170,67,F
0,Athletics,27,164,52,F
0,Athletics,19,,,F
0,Boxing,23,,,M
0,Swimming,18,165,56,F
0,Volleyball,34,187,90,M
0,Sailing,20,186,84,M
0,Athletics,25,173,57,M
0,Basketball,28,198,94,M
0,Canoe Sprint,33,184,81,M
0,Hockey,26,157,52,F
0,Athletics,21,185,78,M
0,Athletics,20,179,60,F
0,Badminton,31,175,71,M
0,Fencing,29,162,57,F
0,Athletics,28,187,115,M
0,Athletics,27,174,63,F
0,Athletics,31,195,87,M
0,Wrestling,26,182,96,M
1,Judo,25,178,90,M
0,Cycling - Mountain Bike,26,183,69,M
0,Handball,30,200,105,M
0,Volleyball,25,202,94,M
0,Athletics,26,168,48,F
0,Diving,26,175,71,M
0,Football,22,179,76,M
0,Athletics,29,171,65,M
0,Athletics,16,165,49,F
0,Modern Pentathlon,22,181,75,M
0,Handball,30,198,105,M
0,Weightlifting,24,174,94,M
1,Archery,26,184,100,M
0,Judo,22,175,81,M
0,Diving,21,175,64,M
0,Fencing,19,185,75,M
0,Cycling - Road,27,183,70,M
0,Hockey,33,,,M
0,Fencing,37,184,76,M
0,Shooting,45,,,M
0,Athletics,32,168,45,F
0,Athletics,21,,,M
0,Handball,32,188,95,M
0,Basketball,24,204,91,M
0,Hockey,21,178,74,M
0,Badminton,29,,,F
0,Swimming,27,178,67,F
0,Fencing,39,183,90,M
0,Volleyball,29,182,59,F
0,Badminton,17,167,55,F
0,Swimming,15,162,56,M
0,Synchronised Swimming,21,169,,F
0,Athletics,30,162,50,F
0,Athletics,28,193,60,M
0,Athletics,27,171,55,M
0,Canoe Sprint,22,189,90,M
1,Gymnastics - Artistic,16,150,,F
0,Water Polo,34,195,99,M
0,Gymnastics - Artistic,39,160,,M
1,Weightlifting,19,155,53,F
0,Shooting,33,152,56,F
1,Diving,19,170,73,M
0,Athletics,21,171,61,M
0,Hockey,22,,,M
0,Taekwondo,29,185,,M
2,Swimming,22,178,62,M
0,Cycling - Track,27,179,80,M
0,Synchronised Swimming,21,169,,F
1,Judo,25,172,73,M
0,Swimming,22,184,73,M
0,Shooting,42,180,78,M
0,Swimming,24,173,61,F
0,Modern Pentathlon,20,178,61,F
0,Badminton,21,176,72,M
0,Cycling - Road,26,188,80,M
0,Synchronised Swimming,26,178,,F
0,Boxing,20,170,,M
0,Swimming,21,169,69,M
0,Table Tennis,19,158,51,F
0,Archery,25,170,66,M
0,Athletics,27,175,58,M
0,Athletics,30,174,59,F
0,Wrestling,20,176,96,M
0,Diving,20,170,66,M
0,Handball,29,169,60,F
0,Athletics,18,157,45,F
0,Athletics,27,191,73,M
0,Shooting,25,172,60,M
0,Weightlifting,20,165,68,M
0,Tennis,27,206,104,M
0,Wrestling,28,178,96,M
0,Athletics,28,190,128,M
0,Judo,28,181,78,F
0,Tennis,25,188,88,M
0,Swimming,27,173,63,F
0,Trampoline,23,167,,M
0,Tennis,24,181,75,M
0,Synchronised Swimming,20,166,,F
0,Synchronised Swimming,27,174,,F
0,Table Tennis,29,181,78,F
0,Handball,30,190,88,M
0,Gymnastics - Rhythmic,20,171,,F
0,Basketball,24,198,100,F
0,Weightlifting,23,176,94,M
0,Weightlifting,24,176,94,M
0,Athletics,27,187,130,M
0,Judo,24,172,66,M
0,Badminton,25,201,95,M
0,Water Polo,25,165,55,F
0,Tennis,24,173,65,F
0,Judo,27,184,103,F
0,Archery,33,183,100,M
0,Basketball,30,180,68,F
0,Football,29,169,70,F
0,Basketball,28,183,77,F
0,Athletics,27,175,67,F
0,Water Polo,26,197,105,M
0,Swimming,22,170,67,F
0,Football,19,153,49,F
0,Rowing,33,173,60,F
0,Hockey,36,152,53,F
0,Football,25,162,55,F
1,Gymnastics - Artistic,22,167,,F
0,Swimming,35,172,60,F
1,Swimming,20,193,82,M
0,Gymnastics - Artistic,19,157,,F
0,Sailing,24,186,80,M
0,Hockey,29,170,70,M
0,Equestrian,28,174,70,M
0,Athletics,24,,,F
0,Boxing,23,179,,M
0,Beach Volleyball,35,189,87,M
0,Sailing,26,173,70,M
0,Athletics,32,176,76,M
0,Hockey,25,163,55,F
1,Swimming,26,182,64,F
0,Cycling - Road,19,173,62,F
0,Football,23,170,68,M
0,Swimming,28,190,80,M
0,Wrestling,30,150,51,F
0,Volleyball,28,202,75,F
0,Boxing,21,205,,M
0,Athletics,18,183,66,M
0,Sailing,32,175,69,M
0,Judo,24,196,130,M
0,Tennis,17,167,66,F
0,Wrestling,24,183,96,M
0,Wrestling,27,165,55,M
0,Hockey,24,155,71,M
0,Triathlon,20,162,51,F
0,Swimming,25,185,76,F
0,Athletics,27,170,55,F
0,Basketball,31,196,85,F
0,Boxing,27,169,,M
0,Rowing,23,198,95,M
0,Hockey,25,193,93,M
0,Athletics,27,176,58,F
0,Swimming,21,185,77,M
0,Rowing,28,193,93,M
0,Athletics,23,188,66,M
0,Archery,20,168,55,F
0,Swimming,21,179,72,M
0,Shooting,47,165,85,M
0,Boxing,27,,,M
0,Swimming,23,185,69,F
0,Handball,25,195,104,M
0,Football,22,174,62,F
0,Handball,35,198,113,M
0,Athletics,36,176,73,F
0,Athletics,27,183,78,M
0,Handball,21,198,92,M
0,Athletics,27,165,44,F
0,Shooting,20,162,82,F
0,Swimming,22,180,75,M
0,Water Polo,21,193,93,M
0,Badminton,31,169,87,M
0,Rowing,24,196,88,M
0,Athletics,20,157,65,M
0,Athletics,19,180,66,M
0,Basketball,27,203,113,M
0,Rowing,24,196,88,M
0,Rowing,28,193,93,M
1,Swimming,23,186,81,M
0,Rowing,30,184,93,M
0,Football,19,167,55,F
0,Athletics,25,,,M
0,Synchronised Swimming,23,166,,F
0,Hockey,28,178,74,M
0,Weightlifting,28,170,115,F
0,Athletics,29,182,76,M
0,Table Tennis,26,165,65,M
0,Hockey,24,163,62,F
0,Cycling - Track,27,177,72,M
0,Volleyball,30,198,83,M
0,Athletics,29,200,108,M
0,Wrestling,23,180,84,M
0,Swimming,24,190,80,M
0,Canoe Sprint,24,183,83,M
0,Tennis,27,171,64,F
0,Basketball,28,205,107,M
0,Water Polo,28,191,94,M
0,Water Polo,32,191,100,M
0,Athletics,27,195,95,M
0,Tennis,27,173,64,F
0,Athletics,33,187,95,F
0,Fencing,27,179,81,M
0,Athletics,29,178,66,F
0,Rowing,23,182,71,F
0,Swimming,30,186,82,M
0,Badminton,25,169,59,F
0,Athletics,29,164,52,F
0,Swimming,20,168,59,F
0,Wrestling,27,184,116,M
0,Gymnastics - Artistic,17,158,,F
0,Volleyball,25,197,93,M
0,Basketball,20,187,77,F
0,Rowing,28,182,72,M
0,Athletics,30,164,53,F
0,Basketball,30,201,87,M
0,Basketball,34,199,100,M
0,Basketball,36,192,92,M
0,Triathlon,36,185,75,M
0,Badminton,28,168,74,F
0,Archery,30,173,53,M
0,Badminton,27,164,58,F
0,Tennis,28,185,82,M
0,Football,20,176,70,M
0,Swimming,28,187,73,F
0,Canoe Sprint,25,190,100,M
0,Gymnastics - Artistic,26,155,,M
0,Canoe Slalom,24,187,82,M
0,Athletics,21,179,85,F
0,Basketball,31,172,63,F
0,Handball,32,180,72,F
0,Athletics,22,170,56,F
0,Rowing,32,194,92,M
0,Athletics,23,155,46,F
0,Cycling - Road,30,173,62,M
0,Athletics,30,185,80,M
0,Triathlon,28,169,55,F
0,Hockey,22,158,57,F
0,Rowing,30,165,59,F
0,Hockey,22,179,76,M
0,Athletics,32,163,53,F
0,Athletics,26,164,58,F
0,Athletics,33,168,58,F
0,Athletics,32,163,59,F
0,Athletics,35,174,51,F
0,Table Tennis,25,174,74,M
0,Judo,25,182,73,M
0,Canoe Slalom,35,185,65,M
0,Canoe Sprint,32,172,78,M
0,Football,21,186,75,M
0,Weightlifting,28,158,62,M
0,Swimming,23,179,70,F
0,Basketball,27,182,70,F
0,Cycling - Track,22,178,70,F
1,Swimming,20,199,88,M
0,Table Tennis,27,168,68,F
0,Fencing,27,177,76,M
0,Table Tennis,24,181,68,M
0,Synchronised Swimming,25,173,,F
0,Cycling - Track,25,178,69,F
0,Synchronised Swimming,25,173,,F
1,Swimming,20,172,63,F
0,Shooting,26,166,60,F
0,Sailing,20,176,65,M
0,Football,22,174,67,M
0,Football,21,190,76,M
0,Cycling - BMX,25,188,86,M
1,Shooting,32,175,72,M
0,Rowing,26,183,75,F
0,Wrestling,24,170,63,F
0,Handball,21,165,60,F
0,Shooting,23,165,55,F
0,Football,23,167,61,F
0,Athletics,20,187,71,M
0,Swimming,21,181,75,M
0,Athletics,31,165,45,F
1,Rowing,24,193,98,M
0,Handball,33,172,,F
0,Handball,30,180,70,F
0,Taekwondo,21,175,,F
0,Cycling - Road,28,167,58,F
0,Wrestling,21,164,63,F
0,Swimming,24,185,72,F
0,Canoe Sprint,27,169,60,F
0,Athletics,26,185,82,M
0,Football,25,178,63,M
0,Canoe Sprint,28,168,63,F
0,Athletics,31,188,107,M
0,Basketball,23,194,93,M
0,Athletics,26,170,59,F
0,Athletics,19,183,68,F
1,Diving,22,165,61,F
0,Athletics,24,,,F
0,Water Polo,29,188,96,M
0,Judo,29,164,60,M
0,Water Polo,24,203,95,M
0,Handball,27,178,81,M
0,Hockey,27,173,71,M
0,Swimming,20,188,70,M
0,Athletics,25,162,51,F
0,Football,18,171,62,F
0,Athletics,22,194,82,M
0,Boxing,28,172,,F
0,Athletics,20,,,F
0,Basketball,32,188,88,F
1,Swimming,28,196,95,M
0,Gymnastics - Rhythmic,21,172,,F
0,Taekwondo,19,156,,F
0,Triathlon,27,176,64,M
0,Swimming,26,177,68,F
0,Athletics,29,175,64,F
0,Canoe Slalom,23,172,63,F
0,Athletics,30,173,68,F
0,Weightlifting,27,164,58,F
0,Synchronised Swimming,22,163,,F
0,Badminton,21,178,75,M
0,Hockey,22,159,59,F
0,Judo,29,,110,M
0,Judo,21,183,78,F
0,Table Tennis,32,180,67,M
0,Swimming,17,170,58,F
0,Fencing,29,176,68,M
0,Swimming,21,178,79,M
0,Athletics,26,185,80,M
0,Basketball,27,180,78,F
0,Triathlon,26,178,59,F
0,Badminton,24,185,74,M
0,Handball,22,183,73,F
1,Rowing,27,183,72,M
0,Athletics,30,,,M
0,Boxing,22,198,,M
0,Boxing,31,170,,F
0,Judo,23,173,63,F
0,Canoe Sprint,29,190,86,M
0,Fencing,32,,,M
0,Handball,26,182,71,F
0,Swimming,25,173,68,F
0,Handball,28,170,60,F
0,Swimming,26,183,70,F
0,Handball,22,180,68,F
0,Weightlifting,30,180,105,M
0,Athletics,23,172,71,F
0,Badminton,28,183,72,F
0,Handball,28,169,75,F
0,Swimming,23,194,91,M
0,Wrestling,25,167,74,M
0,Athletics,27,194,113,M
0,Football,24,165,64,F
0,Athletics,24,,,M
0,Swimming,18,184,75,F
0,Volleyball,30,183,68,F
1,Fencing,31,168,53,F
0,Athletics,25,168,52,F
0,Fencing,28,168,64,F
0,Handball,27,168,58,F
0,Wrestling,29,165,60,M
0,Modern Pentathlon,23,182,74,M
1,Fencing,28,185,81,M
0,Badminton,22,171,60,F
2,Equestrian,30,170,68,M
0,Athletics,28,188,103,M
0,Football,27,190,86,M
0,Handball,26,184,78,M
0,Swimming,20,178,74,M
0,Football,22,186,78,M
0,Handball,20,170,62,F
0,Athletics,25,179,57,F
0,Swimming,26,165,58,F
0,Judo,28,172,73,M
0,Boxing,22,177,,M
0,Athletics,30,175,58,F
0,Athletics,25,186,69,M
0,Rowing,30,188,95,M
0,Shooting,24,179,73,M
0,Triathlon,30,182,67,M
0,Rowing,24,197,90,M
0,Athletics,31,162,64,M
0,Wrestling,22,169,66,M
0,Diving,24,164,59,F
0,Rowing,20,200,105,M
0,Boxing,26,178,,M
0,Equestrian,33,170,65,M
0,Fencing,21,194,99,M
0,Equestrian,53,180,70,M
0,Canoe Slalom,29,180,65,F
0,Swimming,17,185,85,M
0,Swimming,25,182,74,M
0,Volleyball,41,203,106,M
0,Shooting,38,175,77,M
0,Boxing,20,,,M
0,Sailing,28,185,81,M
0,Archery,27,184,77,M
0,Athletics,30,172,58,M
0,Canoe Slalom,31,188,74,M
0,Boxing,24,175,,M
0,Handball,25,184,78,F
0,Badminton,20,170,63,M
0,Cycling - Track,28,185,70,M
0,Hockey,28,183,81,M
0,Football,20,168,63,M
0,Handball,28,200,100,M
0,Rowing,27,178,75,F
0,Athletics,22,170,58,M
0,Fencing,22,174,60,F
0,Table Tennis,25,178,63,F
0,Swimming,22,192,83,M
0,Swimming,23,174,66,F
0,Handball,30,192,96,M
0,Shooting,24,175,95,M
0,Gymnastics - Artistic,26,157,,M
0,Volleyball,25,188,77,F
0,Equestrian,51,178,70,M
0,Boxing,22,,,M
0,Athletics,34,175,70,M
0,Athletics,26,187,77,M
0,Equestrian,43,183,83,M
0,Water Polo,21,203,105,M
0,Rowing,23,194,98,M
0,Football,19,182,70,M
0,Badminton,22,160,56,F
0,Boxing,18,,,M
0,Tennis,23,198,97,M
0,Swimming,19,178,73,F
0,Cycling - Track,21,165,58,F
0,Athletics,22,182,90,F
0,Boxing,22,,,M
0,Athletics,30,185,83,M
0,Volleyball,25,194,82,M
0,Athletics,27,191,74,M
0,Volleyball,25,172,61,F
0,Shooting,49,185,92,M
0,Cycling - Mountain Bike,35,188,75,M
0,Canoe Sprint,22,177,68,F
0,Canoe Sprint,22,184,82,M
0,Water Polo,33,190,84,M
0,Swimming,20,172,59,F
0,Sailing,29,165,58,F
0,Volleyball,23,198,97,M
0,Swimming,20,187,73,M
0,Rowing,27,189,89,M
0,Triathlon,33,183,67,M
0,Equestrian,43,,,M
0,Canoe Slalom,26,159,55,F
0,Football,25,170,63,F
0,Handball,31,179,69,F
0,Athletics,27,158,61,M
0,Athletics,23,176,63,M
0,Badminton,23,166,64,F
0,Cycling - Road,25,177,72,M
0,Wrestling,19,161,48,F
0,Swimming,22,193,84,M
0,Cycling - Mountain Bike,34,150,42,F
0,Volleyball,22,193,95,M
1,Weightlifting,23,160,58,F
0,Cycling - Track,24,174,68,F
0,Handball,31,200,102,M
0,Sailing,43,164,73,F
0,Athletics,31,178,49,F
1,Rowing,28,178,74,F
0,Basketball,25,195,92,M
0,Swimming,18,191,82,M
0,Athletics,35,175,58,F
0,Archery,19,178,85,M
0,Gymnastics - Rhythmic,21,170,,F
0,Athletics,20,168,59,F
0,Archery,21,162,66,F
0,Shooting,29,170,66,M
0,Judo,22,185,140,M
1,Archery,23,208,71,M
0,Football,26,157,52,F
0,Canoe Sprint,34,180,81,M
0,Basketball,32,204,102,M
0,Volleyball,25,195,90,M
0,Sailing,29,181,65,M
0,Handball,29,178,74,F
0,Gymnastics - Rhythmic,22,172,,F
0,Athletics,27,170,65,M
0,Swimming,24,171,66,M
0,Athletics,24,177,75,M
0,Equestrian,27,168,60,F
0,Sailing,27,166,67,F
0,Shooting,21,163,55,F
0,Hockey,24,175,71,M
0,Hockey,24,175,71,M
0,Taekwondo,24,170,,F
1,Archery,23,162,64,F
0,Cycling - Track,28,172,80,F
0,Water Polo,34,192,95,M
0,Swimming,24,190,85,M
0,Basketball,18,202,75,M
0,Athletics,30,171,62,M
0,Basketball,25,186,81,F
0,Athletics,26,175,58,F
0,Weightlifting,19,167,85,M
0,Judo,25,167,66,M
0,Weightlifting,23,186,94,M
0,Athletics,26,,,M
0,Handball,31,196,104,M
0,Shooting,32,,,M
0,Athletics,23,178,105,F
0,Water Polo,18,170,55,F
0,Boxing,23,186,,M
0,Rowing,36,196,105,M
0,Sailing,26,200,100,M
0,Athletics,31,198,98,M
0,Athletics,32,177,60,F
0,Athletics,26,182,89,F
0,Rowing,40,185,80,F
0,Basketball,33,172,52,F
0,Fencing,32,180,78,M
0,Badminton,27,172,65,M
0,Tennis,32,188,84,M
0,Cycling - Road,23,180,72,M
0,Weightlifting,24,176,94,M
0,Taekwondo,21,164,,F
0,Football,20,171,85,M
0,Water Polo,36,200,97,M
0,Weightlifting,21,177,80,F
0,Hockey,25,160,57,F
0,Gymnastics - Artistic,34,155,,M
0,Equestrian,22,175,66,F
0,Rowing,30,201,99,M
0,Boxing,26,170,,M
0,Athletics,26,191,87,M
0,Modern Pentathlon,26,180,71,M
0,Cycling - Mountain Bike,32,157,48,F
0,Boxing,30,177,,M
0,Hockey,41,161,58,F
0,Swimming,22,160,53,F
1,Gymnastics - Artistic,18,162,,M
0,Swimming,25,158,56,F
0,Weightlifting,28,166,94,M
0,Weightlifting,24,,69,M
0,Basketball,35,192,95,M
0,Basketball,27,211,114,M
0,Fencing,26,181,80,M
0,Canoe Slalom,28,177,70,M
0,Shooting,57,185,88,M
0,Basketball,27,208,114,M
0,Boxing,24,176,,M
0,Hockey,27,182,75,M
0,Tennis,25,185,81,M
0,Weightlifting,27,180,94,M
0,Badminton,29,168,62,M
1,Archery,21,159,50,F
0,Athletics,32,167,52,F
0,Football,26,157,50,F
0,Athletics,34,170,56,F
0,Athletics,37,165,57,M
0,Rowing,25,172,75,F
0,Judo,28,177,135,M
0,Taekwondo,31,,,M
0,Athletics,30,,42,F
0,Beach Volleyball,27,180,71,F
0,Cycling - Track,21,187,78,M
0,Boxing,22,175,,M
0,Shooting,24,168,72,M
0,Athletics,25,180,84,M
0,Hockey,35,170,66,F
0,Weightlifting,28,182,149,M
0,Judo,34,185,96,M
0,Judo,21,,51,F
0,Fencing,30,193,95,M
0,Athletics,30,,,M
0,Athletics,21,,,F
0,Athletics,31,191,67,M
0,Triathlon,36,191,73,M
0,Hockey,22,183,75,M
0,"Cycling - Road, Cycling - Track",23,174,64,M
0,Athletics,31,192,76,M
1,Cycling - Track,24,177,80,M
0,Swimming,24,180,80,M
0,Tennis,28,174,63,F
0,Tennis,24,172,73,F
0,Athletics,26,173,56,F
0,Cycling - Mountain Bike,21,184,69,M
0,Water Polo,21,175,59,F
0,Shooting,25,172,69,F
0,Athletics,31,185,66,M
0,Equestrian,18,165,54,F
0,Beach Volleyball,35,180,71,F
0,Water Polo,20,177,67,F
0,Swimming,19,177,72,M
0,Wrestling,29,163,60,M
0,Weightlifting,29,175,85,M
0,Shooting,42,172,72,M
1,Judo,28,176,100,M
0,Swimming,27,175,61,F
0,Taekwondo,26,184,,M
0,Synchronised Swimming,20,166,,F
0,Boxing,26,,,M
0,Weightlifting,23,148,47,F
0,Volleyball,31,181,65,F
0,Hockey,25,,,M
0,Athletics,20,170,56,M
0,Athletics,30,173,70,F
0,Hockey,27,,,M
0,Canoe Slalom,27,166,62,F
0,Football,29,181,77,M
1,Fencing,21,171,68,F
0,Judo,28,172,66,M
0,Boxing,25,169,,F
0,Synchronised Swimming,31,163,,F
0,Athletics,21,162,48,M
0,Fencing,20,160,63,F
0,Trampoline,30,163,,F
0,Wrestling,21,170,55,M
0,Swimming,22,180,66,F
0,Athletics,33,175,60,F
0,Handball,22,173,68,F
0,Athletics,19,186,105,M
0,Modern Pentathlon,22,167,60,F
0,Water Polo,23,178,70,F
0,Rowing,25,200,94,M
0,Judo,29,169,55,M
0,Beach Volleyball,24,180,62,F
0,Swimming,23,166,52,F
0,Wrestling,22,191,110,M
0,Judo,20,170,60,M
0,Hockey,22,166,63,F
0,Fencing,25,186,80,M
0,Basketball,30,203,100,M
0,Volleyball,30,205,109,M
0,Athletics,36,175,70,F
0,Canoe Sprint,20,178,77,F
0,Wrestling,23,178,84,M
0,Cycling - Track,33,169,60,F
0,Athletics,34,166,62,M
0,Athletics,30,160,67,M
0,Wrestling,32,177,74,M
0,Archery,26,182,80,M
0,Boxing,26,184,,M
0,Canoe Slalom,27,178,75,M
0,Cycling - Mountain Bike,30,173,65,M
0,Synchronised Swimming,21,168,,F
0,Football,22,178,73,M
1,Archery,21,187,96,M
0,Shooting,30,163,57,F
0,Handball,31,173,67,F
0,Football,26,177,70,M
0,Handball,36,178,67,F
0,Football,17,174,62,F
0,Football,21,158,54,F
0,Shooting,24,169,65,M
0,Hockey,25,161,55,F
0,Athletics,26,180,68,M
0,Taekwondo,22,178,,M
0,Athletics,32,176,65,M
0,Rowing,21,187,87,M
0,Swimming,15,160,52,F
0,Badminton,22,171,51,F
0,Volleyball,28,168,57,F
0,Shooting,36,177,80,M
0,Gymnastics - Artistic,20,160,,M
0,Volleyball,21,186,75,F
